game_id,id,playerName,team,position,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce
2018020032,8470638,Patrice Bergeron,Boston Bruins,C,16:46,1,3,4,0,1,0,2,58.33,14,24,0,0,0,0,0,3,12:39,2:37,1:30
2018020032,8473419,Brad Marchand,Boston Bruins,LW,18:47,3,0,2,0,0,1,0,0,0,3,0,0,0,0,0,3,13:45,2:37,2:25
2018020032,8471276,David Krejci,Boston Bruins,C,14:47,0,0,1,0,0,0,0,40,4,10,0,1,0,0,0,-2,13:33,1:04,0:10
2018020032,8477987,Ryan Donato,Boston Bruins,C,12:56,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,-2,10:19,2:37,0:00
2018020032,8470655,David Backes,Boston Bruins,RW,13:29,0,0,2,2,0,0,0,50,5,10,0,0,0,0,1,0,11:34,1:04,0:51
2018020032,8478569,Noel Acciari,Boston Bruins,C,14:11,0,0,3,3,0,0,0,50,2,4,2,0,0,0,0,0,12:53,0:00,1:18
2018020032,8477956,David Pastrnak,Boston Bruins,RW,16:24,2,2,6,0,0,1,0,0,0,1,1,1,0,0,0,4,13:47,2:37,0:00
2018020032,8479325,Charlie McAvoy,Boston Bruins,D,19:12,3,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,17:58,1:04,0:10
2018020032,8475780,Chris Wagner,Boston Bruins,RW,12:57,0,1,1,3,0,0,0,NA,0,0,0,1,0,0,0,1,12:22,0:00,0:35
2018020032,8478443,Brandon Carlo,Boston Bruins,D,18:51,0,0,2,2,0,0,0,NA,0,0,0,0,0,0,2,0,16:28,0:00,2:23
2018020032,8475186,John Moore,Boston Bruins,D,16:19,0,0,0,4,0,0,2,NA,0,0,0,0,0,0,0,0,14:51,0:00,1:28
2018020032,8476891,Matt Grzelcyk,Boston Bruins,D,20:46,0,0,1,0,0,0,2,NA,0,0,1,3,0,0,1,1,17:46,2:50,0:10
2018020032,8476374,Sean Kuraly,Boston Bruins,C,16:22,1,0,1,1,0,0,0,20,2,10,2,0,0,0,0,1,15:22,0:00,1:00
2018020032,8478498,Jake DeBrusk,Boston Bruins,LW,14:21,0,0,2,0,0,0,0,NA,0,0,1,0,0,0,0,-2,13:07,1:04,0:10
2018020032,8478046,Danton Heinen,Boston Bruins,C,12:37,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,11:46,0:51,0:00
2018020032,8478075,Anders Bjork,Boston Bruins,LW,11:41,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,1,0,11:41,0:00,0:00
2018020032,8465009,Zdeno Chara,Boston Bruins,D,21:56,1,0,1,2,0,0,0,NA,0,0,0,0,0,0,2,0,18:37,0:00,3:19
2018020032,8476191,Kevan Miller,Boston Bruins,D,19:38,0,0,2,1,0,0,0,NA,0,0,0,0,0,0,1,2,17:27,0:00,2:11
2018020032,8471768,Tom Pyatt,Ottawa Senators,LW,11:57,0,0,1,0,0,0,0,25,1,4,0,0,0,0,3,0,10:30,0:00,1:27
2018020032,8476919,Chris Tierney,Ottawa Senators,C,17:25,1,0,0,0,0,0,0,40,4,10,0,1,0,0,0,1,15:21,1:25,0:39
2018020032,8476879,Cody Ceci,Ottawa Senators,D,23:41,0,0,2,2,0,0,0,NA,0,0,0,0,0,0,1,-2,19:57,0:31,3:13
2018020032,8475913,Mark Stone,Ottawa Senators,RW,19:19,1,0,3,0,0,0,0,NA,0,0,1,0,0,0,0,-3,14:33,3:19,1:27
2018020032,8474697,Mark Borowiecki,Ottawa Senators,D,17:54,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,2,-1,16:07,0:06,1:41
2018020032,8475227,Chris Wideman,Ottawa Senators,D,17:37,0,0,0,1,0,0,2,NA,0,0,1,0,0,0,1,-2,15:32,2:05,0:00
2018020032,8471676,Bobby Ryan,Ottawa Senators,RW,15:56,0,1,3,3,0,0,0,100,1,1,0,1,0,0,0,0,14:06,1:50,0:00
2018020032,8476288,Ryan Dzingel,Ottawa Senators,LW,15:42,0,2,7,1,0,0,0,100,1,1,0,1,0,0,0,0,12:23,3:19,0:00
2018020032,8480029,Alex Formenton,Ottawa Senators,LW,13:54,0,0,1,1,0,0,0,NA,0,0,1,2,0,0,1,0,13:15,0:00,0:39
2018020032,8478400,Colin White,Ottawa Senators,C,13:03,0,0,1,0,0,0,2,100,5,5,0,0,0,0,0,0,12:09,0:54,0:00
2018020032,8480801,Brady Tkachuk,Ottawa Senators,LW,14:33,0,0,2,3,0,0,0,NA,0,0,0,1,0,0,0,-1,14:33,0:00,0:00
2018020032,8474250,Zack Smith,Ottawa Senators,LW,16:57,1,0,3,4,0,0,0,65.22,15,23,0,0,0,0,1,-2,14:51,0:31,1:35
2018020032,8478469,Thomas Chabot,Ottawa Senators,D,22:54,1,0,2,0,0,0,0,NA,0,0,1,1,0,0,1,-1,19:10,3:37,0:07
2018020032,8475168,Matt Duchene,Ottawa Senators,C,14:22,0,0,1,0,0,0,0,47.37,9,19,1,0,0,0,0,-1,11:03,3:19,0:00
2018020032,8475175,Magnus Paajarvi,Ottawa Senators,LW,11:31,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,1,0,9:56,0:00,1:35
2018020032,8479320,Maxime Lajoie,Ottawa Senators,D,18:33,0,0,3,0,0,0,0,NA,0,0,1,0,0,0,2,0,16:18,1:19,0:56
2018020032,8476331,Dylan DeMelo,Ottawa Senators,D,18:19,2,0,0,2,0,0,0,NA,0,0,1,0,0,0,1,2,16:54,0:00,1:25
2018020032,8474571,Mikkel Boedker,Ottawa Senators,LW,10:57,0,0,1,0,0,0,0,NA,0,0,1,1,0,0,0,-1,9:32,1:25,0:00
